experiment_name,scenario_name,strategy,slots_mean,average_weighted_aoi_mean,peak_weighted_aoi_mean,avg_aoi_0_mean,peak_aoi_0_mean,weight_0_mean,avg_aoi_1_mean,peak_aoi_1_mean,weight_1_mean,avg_aoi_2_mean,peak_aoi_2_mean,weight_2_mean,avg_aoi_3_mean,peak_aoi_3_mean,weight_3_mean,avg_aoi_4_mean,peak_aoi_4_mean,weight_4_mean,system_peak_aoi_mean,high_weight_threshold_mean,high_weight_avg_aoi_mean,avg_decision_time_ms_mean,total_runtime_s_mean,slots_std,average_weighted_aoi_std,peak_weighted_aoi_std,avg_aoi_0_std,peak_aoi_0_std,weight_0_std,avg_aoi_1_std,peak_aoi_1_std,weight_1_std,avg_aoi_2_std,peak_aoi_2_std,weight_2_std,avg_aoi_3_std,peak_aoi_3_std,weight_3_std,avg_aoi_4_std,peak_aoi_4_std,weight_4_std,system_peak_aoi_std,high_weight_threshold_std,high_weight_avg_aoi_std,avg_decision_time_ms_std,total_runtime_s_std
channel_sensitivity,mild_hetero,greedy,3000.0,54.97488333333333,165.1,8.843233333333334,30.1,1.0,6.4595,22.3,1.5,5.223966666666667,18.1,2.0,3.9516,15.4,3.0,2.827933333333333,12.2,5.0,30.1,2.0,4.001166666666667,0.0007116597666666667,0.014177731017116457,0.0,0.38394739259145627,17.8770802985275,0.0937107903190567,1.9209372712298545,0.0,0.051753958517413885,1.1,0.0,0.06694250435178609,1.9209372712298531,0.0,0.03669265745501571,0.9165151389911679,0.0,0.024403915897066815,1.5362291495737217,0.0,1.9209372712298545,0.0,0.03448962091147545,4.904428332413251e-06,0.00012562953630354927
channel_sensitivity,mild_hetero,periodic,3000.0,78.67878333333333,192.55,8.975333333333333,44.2,1.0,6.932633333333333,33.7,1.5,7.281999999999999,33.3,2.0,6.518000000000001,32.0,3.0,5.0373,25.9,5.0,45.4,2.0,6.279100000000001,0.00012075186666666666,0.012401915190275758,0.0,1.141306388530267,8.256663975238425,0.3556766634021535,11.914696806885184,0.0,0.18681693059130255,9.990495483208027,0.0,0.10207448260951434,5.967411499134276,0.0,0.21041546204275635,5.422176684690384,0.0,0.10341023482550792,1.5132745950421558,0.0,11.934822998268553,0.0,0.09519437489865523,1.8152041097353203e-06,9.944039884705437e-05
channel_sensitivity,mild_hetero,random,3000.0,95.04141666666666,330.35,5.8074666666666666,38.5,1.0,6.1283,37.6,1.5,6.749366666666667,41.1,2.0,7.741200000000001,46.8,3.0,8.663833333333333,54.4,5.0,57.3,2.0,7.718133333333332,0.0013456273666666667,0.016282725206110626,0.0,3.2612333993018994,64.03633734060686,0.3238320277894425,7.74919350642375,0.0,0.2112102927837035,4.737087712930805,0.0,0.20503861153992972,8.092589202474077,0.0,0.38995934830868384,6.997142273814362,0.0,0.7096032420381908,12.650691680694775,0.0,10.53612832116238,0.0,0.23193930027562326,1.0829506237282253e-05,7.235501539484236e-05
channel_sensitivity,mild_hetero,round_robin,3000.0,69.87491666666668,263.75,3.706666666666667,19.5,1.0,4.1755,24.5,1.5,4.703666666666667,25.0,2.0,5.6803333333333335,31.0,3.0,6.6913333333333345,40.5,5.0,41.0,2.0,5.691777777777778,0.0001253361,0.012604453170206397,0.0,1.3999030844431068,34.82186812909383,0.06839428176227726,4.153311931459037,0.0,0.09711805530727362,2.692582403567252,0.0,0.1146855604589252,3.1622776601683786,0.0,0.1817596092523186,5.385164807134505,0.0,0.29948919475964036,5.6789083458002745,0.0,5.830951894845302,0.0,0.09636517479660503,5.6046548650801555e-06,0.0001953433775293435
channel_sensitivity,mild_hetero,whittle,3000.0,51.77798333333334,151.05,5.660466666666666,19.0,1.0,4.8473,17.4,1.5,4.6034999999999995,16.3,2.0,4.0728,14.9,3.0,3.4842333333333335,13.1,5.0,19.0,2.0,4.053511111111111,0.0029304166999999997,0.022073025221470744,0.0,0.5157728152437312,16.926975512477124,0.07069499432224462,1.3416407864998738,0.0,0.04807388988722352,0.6633249580710797,0.0,0.04504596417981174,1.1874342087037915,0.0,0.04693546396678913,1.445683229480096,0.0,0.0474817040787525,1.2206555615733699,0.0,1.3416407864998738,0.0,0.03783476747159437,3.1681342251815386e-05,0.00010990637356544326
channel_sensitivity,strong_hetero,greedy,3000.0,69.01776666666667,226.5,10.630199999999999,35.7,1.0,7.911333333333333,28.2,1.5,6.432133333333333,25.3,2.0,4.967433333333334,19.5,3.0,3.7508000000000004,17.2,5.0,35.7,2.0,5.050122222222223,0.0007211087333333333,0.014333500701468438,0.0,1.2940245236384706,25.322914524201195,0.20818683916136543,2.193171219946131,0.0,0.13880297787391577,2.3151673805580453,0.0,0.12412200091487041,2.0999999999999996,0.0,0.10714030780035796,2.202271554554524,0.0,0.09662633641450398,2.0396078054371136,0.0,2.193171219946131,0.0,0.09897287881405037,1.2968828652495104e-05,0.0003300194331248385
channel_sensitivity,strong_hetero,periodic,3000.0,91.80971666666667,251.6,8.561066666666667,45.5,1.0,6.810966666666667,29.7,1.5,7.978466666666667,39.0,2.0,7.693533333333333,40.8,3.0,6.798933333333333,35.1,5.0,47.2,2.0,7.490311111111112,0.00012243523333333334,0.012552131782285869,0.0,1.9877875991077816,20.211135544545733,0.27574576857839334,8.72066511224918,0.0,0.14776749379421122,5.657738063926254,0.0,0.27870128174166064,5.403702434442518,0.0,0.26865724549238507,5.211525688318153,0.0,0.3324748879405948,4.504442251822082,0.0,8.280096617793781,0.0,0.14461154266380286,4.900445100079064e-06,0.0004018592674823694
channel_sensitivity,strong_hetero,random,3000.0,124.72328333333334,473.3,5.557966666666667,38.5,1.0,6.3134999999999994,38.7,1.5,7.513,48.8,2.0,9.980799999999999,63.8,3.0,12.945333333333332,77.8,5.0,82.0,2.0,10.146377777777777,0.0013492237666666667,0.01639906703494489,0.0,7.104757374483505,92.57704899163723,0.25881677130957187,6.591661399070799,0.0,0.2138821196620024,5.23545604508337,0.0,0.5800630042408229,11.435033887138244,0.0,0.5479930494287518,10.524257693538297,0.0,1.501507361139317,21.334479135896427,0.0,19.47819293466414,0.0,0.5024364076216054,1.1733611688033325e-05,0.00018310742312796106
channel_sensitivity,strong_hetero,round_robin,3000.0,99.98183333333334,431.25,3.5583333333333336,16.5,1.0,4.1579999999999995,21.5,1.5,5.504,29.5,2.0,7.791166666666666,45.5,3.0,11.161,75.5,5.0,75.5,2.0,8.152055555555554,0.00012303133333333333,0.012752221222035587,0.0,3.733301930671497,90.30538466780372,0.056025787713238726,2.29128784747792,0.0,0.09710589866509436,3.201562118716424,0.0,0.20472176239960446,4.153311931459037,0.0,0.29975364885185307,8.789197915623474,0.0,0.7759070677457303,16.347782724271816,0.0,16.347782724271816,0.0,0.24348669063938289,2.631685784182193e-06,0.00028281649747423295
channel_sensitivity,strong_hetero,whittle,3000.0,62.86351666666667,195.35,6.3702,23.2,1.0,5.3632333333333335,20.4,1.5,5.342533333333334,19.5,2.0,4.979633333333334,17.8,3.0,4.5649,17.6,5.0,23.3,2.0,4.962355555555556,0.0029277615333333333,0.022147022595163435,0.0,1.3815098070388205,17.667838011482903,0.14797876724569542,2.2271057451320084,0.0,0.13039751616584674,1.9078784028338913,0.0,0.09873322079669482,2.2472205054244228,0.0,0.1076353359987118,1.2489995996796797,0.0,0.11499633327487722,1.7435595774162698,0.0,2.1470910553583886,0.0,0.10405337898892282,2.7304651753949284e-05,0.00017910515987723888
channel_sensitivity,uniform,greedy,3000.0,50.86318333333334,135.45,8.3886,27.2,1.0,6.0629,21.2,1.5,4.897633333333333,16.4,2.0,3.648766666666667,12.7,3.0,2.5277333333333334,9.3,5.0,27.2,2.0,3.6913777777777774,0.0007278432666666667,0.014394380594603717,0.0,0.5624553535368143,9.435173554312607,0.12944726940169704,1.3266499161421599,0.0,0.0691478367943157,2.4819347291981706,0.0,0.05326734459309925,1.6248076809271923,0.0,0.04824798211094198,0.7810249675906656,0.0,0.033803944543006566,0.7810249675906655,0.0,1.3266499161421599,0.0,0.042918561986196,1.1171414423329633e-05,0.000245745554610504
channel_sensitivity,uniform,periodic,3000.0,75.87321666666666,176.15,9.9291,50.7,1.0,6.981633333333333,28.2,1.5,7.2338,33.7,2.0,6.090133333333333,24.5,3.0,4.546733333333334,19.9,5.0,53.2,2.0,5.956888888888889,0.00012285396666666666,0.012519921094644814,0.0,1.0569888758218364,15.349348520377015,0.5034447569826641,9.1,0.0,0.19173636124173785,5.173006862551025,0.0,0.23256440923848248,9.990495483208027,0.0,0.13321621522922802,3.5846896657869842,0.0,0.029926873839039355,4.27668095606862,0.0,7.025667228100119,0.0,0.10194315772727171,2.7090866581028985e-06,0.00030660928258230007
