experiment_name,scenario_name,run_id,strategy,slots,average_weighted_aoi,peak_weighted_aoi,avg_aoi_0,peak_aoi_0,weight_0,avg_aoi_1,peak_aoi_1,weight_1,avg_aoi_2,peak_aoi_2,weight_2,avg_aoi_3,peak_aoi_3,weight_3,avg_aoi_4,peak_aoi_4,weight_4,system_peak_aoi,high_weight_threshold,high_weight_avg_aoi,avg_decision_time_ms,total_runtime_s,avg_aoi_5,peak_aoi_5,weight_5,avg_aoi_6,peak_aoi_6,weight_6,avg_aoi_7,peak_aoi_7,weight_7,avg_aoi_8,peak_aoi_8,weight_8,avg_aoi_9,peak_aoi_9,weight_9,avg_aoi_10,peak_aoi_10,weight_10,avg_aoi_11,peak_aoi_11,weight_11,avg_aoi_12,peak_aoi_12,weight_12,avg_aoi_13,peak_aoi_13,weight_13,avg_aoi_14,peak_aoi_14,weight_14,avg_aoi_15,peak_aoi_15,weight_15,avg_aoi_16,peak_aoi_16,weight_16,avg_aoi_17,peak_aoi_17,weight_17,avg_aoi_18,peak_aoi_18,weight_18,avg_aoi_19,peak_aoi_19,weight_19,avg_aoi_20,peak_aoi_20,weight_20,avg_aoi_21,peak_aoi_21,weight_21,avg_aoi_22,peak_aoi_22,weight_22,avg_aoi_23,peak_aoi_23,weight_23,avg_aoi_24,peak_aoi_24,weight_24,avg_aoi_25,peak_aoi_25,weight_25,avg_aoi_26,peak_aoi_26,weight_26,avg_aoi_27,peak_aoi_27,weight_27,avg_aoi_28,peak_aoi_28,weight_28,avg_aoi_29,peak_aoi_29,weight_29,avg_aoi_30,peak_aoi_30,weight_30,avg_aoi_31,peak_aoi_31,weight_31,avg_aoi_32,peak_aoi_32,weight_32,avg_aoi_33,peak_aoi_33,weight_33,avg_aoi_34,peak_aoi_34,weight_34,avg_aoi_35,peak_aoi_35,weight_35,avg_aoi_36,peak_aoi_36,weight_36,avg_aoi_37,peak_aoi_37,weight_37,avg_aoi_38,peak_aoi_38,weight_38,avg_aoi_39,peak_aoi_39,weight_39,avg_aoi_40,peak_aoi_40,weight_40,avg_aoi_41,peak_aoi_41,weight_41,avg_aoi_42,peak_aoi_42,weight_42,avg_aoi_43,peak_aoi_43,weight_43,avg_aoi_44,peak_aoi_44,weight_44,avg_aoi_45,peak_aoi_45,weight_45,avg_aoi_46,peak_aoi_46,weight_46,avg_aoi_47,peak_aoi_47,weight_47,avg_aoi_48,peak_aoi_48,weight_48,avg_aoi_49,peak_aoi_49,weight_49
scalability,N_5,0,whittle,2000,65.824,214.0,6.5595,27.0,1.0,4.8205,21.0,2.0,4.1885,17.0,3.0,4.1095,18.0,4.0,4.124,16.0,5.0,27.0,3.0,4.140666666666667,0.002931123,0.015045532956719398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability,N_5,0,round_robin,2000,83.575,255.0,3.6125,20.0,1.0,4.296,25.0,2.0,4.8105,20.0,3.0,5.7035,30.0,4.0,6.825,40.0,5.0,40.0,3.0,5.7796666666666665,0.00013384899999999999,0.008627449977211654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability,N_5,0,periodic,2000,109.178,292.0,11.55,60.0,1.0,8.302,44.0,2.0,7.259,30.0,3.0,6.7305,29.0,4.0,6.465,29.0,5.0,60.0,3.0,6.8181666666666665,0.00012725,0.008560659014619887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability,N_5,0,greedy,2000,69.022,192.0,10.598,32.0,1.0,6.3225,22.0,2.0,4.686,18.0,3.0,3.769,15.0,4.0,3.329,13.0,5.0,32.0,3.0,3.9280000000000004,0.000720927,0.009500168031081557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability,N_5,0,random,2000,119.2955,346.0,5.6985,34.0,1.0,5.723,31.0,2.0,6.943,38.0,3.0,8.618,45.0,4.0,9.37,50.0,5.0,50.0,3.0,8.310333333333332,0.0013511905,0.010943147935904562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability,N_5,1,whittle,2000,64.3925,204.0,6.145,23.0,1.0,4.739,17.0,2.0,4.091,16.0,3.0,4.071,17.0,4.0,4.0425,13.0,5.0,23.0,3.0,4.0681666666666665,0.0029204335000000002,0.014830657048150897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability,N_5,1,round_robin,2000,83.7725,225.0,3.4875,15.0,1.0,4.236,25.0,2.0,4.823,25.0,3.0,5.586,25.0,4.0,7.0,40.0,5.0,40.0,3.0,5.803,0.00012645699999999999,0.008413553005084395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability,N_5,1,periodic,2000,108.1895,270.0,10.9125,60.0,1.0,7.7635,30.0,2.0,6.9315,29.0,3.0,6.8045,28.0,4.0,6.7475,42.0,5.0,60.0,3.0,6.827833333333333,0.00013340649999999998,0.00850641296710819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability,N_5,1,greedy,2000,68.44,213.0,10.6275,31.0,1.0,6.1615,18.0,2.0,4.6,18.0,3.0,3.7805,16.0,4.0,3.3135,12.0,5.0,31.0,3.0,3.8979999999999997,0.0007153825,0.009511557058431208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability,N_5,1,random,2000,118.2425,362.0,5.6255,32.0,1.0,6.3985,33.0,2.0,6.543,34.0,3.0,7.9565,41.0,4.0,9.673,58.0,5.0,58.0,3.0,8.0575,0.0013534005,0.010993337957188487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability,N_5,2,whittle,2000,66.131,175.0,6.5025,20.0,1.0,4.8215,14.0,2.0,4.187,14.0,3.0,4.1555,13.0,4.0,4.1605,15.0,5.0,20.0,3.0,4.167666666666666,0.0029328795,0.014807487023063004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability,N_5,2,round_robin,2000,93.6925,345.0,3.575,15.0,1.0,4.4485,25.0,2.0,5.363,35.0,3.0,6.861,35.0,4.0,7.5375,55.0,5.0,55.0,3.0,6.587166666666666,0.000125446,0.00835087604355067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability,N_5,2,periodic,2000,107.9375,220.0,10.0125,45.0,1.0,8.477,44.0,2.0,7.2385,29.0,3.0,6.7745,30.0,4.0,6.4315,29.0,5.0,45.0,3.0,6.814833333333333,0.00012840100000000002,0.008326975046657026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability,N_5,2,greedy,2000,69.781,169.0,10.75,33.0,1.0,6.348,20.0,2.0,4.683,15.0,3.0,3.839,12.0,4.0,3.386,12.0,5.0,33.0,3.0,3.9693333333333336,0.0007082125,0.009479877073317766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability,N_5,2,random,2000,118.7945,402.0,5.308,31.0,1.0,6.234,31.0,2.0,8.2025,39.0,3.0,8.054,33.0,4.0,8.839,68.0,5.0,68.0,3.0,8.365166666666667,0.00135962,0.011131378007121384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability,N_5,3,whittle,2000,64.105,172.0,6.2715,20.0,1.0,4.7075,15.0,2.0,4.0385,14.0,3.0,4.037,14.0,4.0,4.031,14.0,5.0,20.0,3.0,4.0355,0.002952985,0.014785979990847409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability,N_5,3,round_robin,2000,82.8825,230.0,3.525,15.0,1.0,4.276,30.0,2.0,5.1805,35.0,3.0,6.0285,30.0,4.0,6.23,30.0,5.0,35.0,3.0,5.813,0.0001238825,0.008356938953511417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability,N_5,3,periodic,2000,103.4375,222.0,9.225,45.0,1.0,8.2955,30.0,2.0,7.0775,28.0,3.0,6.2735,16.0,4.0,6.259,27.0,5.0,45.0,3.0,6.536666666666666,0.00011270449999999999,0.008144867955707014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability,N_5,3,greedy,2000,68.0805,167.0,10.7645,31.0,1.0,6.0825,22.0,2.0,4.5345,14.0,3.0,3.7825,15.0,4.0,3.2835,13.0,5.0,31.0,3.0,3.8668333333333336,0.0007089020000000001,0.009309422923251987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scalability,N_5,3,random,2000,124.4215,442.0,4.8475,27.0,1.0,6.4175,36.0,2.0,7.189,38.0,3.0,8.6655,62.0,4.0,10.102,68.0,5.0,68.0,3.0,8.652166666666666,0.0013536400000000001,0.010972933960147202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
