experiment_name,scenario_name,run_id,strategy,slots,average_weighted_aoi,peak_weighted_aoi,avg_aoi_0,peak_aoi_0,weight_0,avg_aoi_1,peak_aoi_1,weight_1,avg_aoi_2,peak_aoi_2,weight_2,avg_aoi_3,peak_aoi_3,weight_3,avg_aoi_4,peak_aoi_4,weight_4,system_peak_aoi,high_weight_threshold,high_weight_avg_aoi,avg_decision_time_ms,total_runtime_s
peak_aoi,poor_links,7,random,5000,121.9286,442.5,6.7004,46.0,1.0,7.0216,40.0,1.5,9.4656,65.0,2.0,10.1242,54.0,3.0,11.0784,68.0,5.0,68.0,2.0,10.222733333333332,0.001395292,0.028688687016256154
peak_aoi,poor_links,8,whittle,5000,68.1518,233.5,7.1778,35.0,1.0,6.2684,25.0,1.5,5.8866,22.0,2.0,5.3474,23.0,3.0,4.7512,21.0,5.0,35.0,2.0,5.328399999999999,0.0029288,0.03637813089881092
peak_aoi,poor_links,8,round_robin,5000,106.1312,528.0,4.397,25.0,1.0,5.6364,35.0,1.5,6.5742,35.0,2.0,8.6304,60.0,3.0,10.848,75.0,5.0,75.0,2.0,8.684199999999999,0.0001232,0.020310017047449946
peak_aoi,poor_links,8,periodic,5000,99.0033,263.5,11.0208,65.0,1.0,8.091,39.0,1.5,9.355,65.0,2.0,8.185,39.0,3.0,6.5162,37.0,5.0,65.0,2.0,8.018733333333333,0.000121358,0.02019577892497182
peak_aoi,poor_links,8,greedy,5000,74.2304,254.0,11.8662,49.0,1.0,8.6716,43.0,1.5,7.093,32.0,2.0,5.2086,27.0,3.0,3.909,18.0,5.0,49.0,2.0,5.403533333333333,0.0007338988,0.0237335889833048
peak_aoi,poor_links,8,random,5000,131.6316,484.0,6.1882,49.0,1.0,7.7296,44.0,1.5,8.1712,50.0,2.0,10.0502,58.0,3.0,13.4712,79.0,5.0,79.0,2.0,10.564200000000001,0.001352657,0.02717379597015679
peak_aoi,poor_links,9,whittle,5000,69.6182,202.5,7.448,30.0,1.0,6.3468,25.0,1.5,6.0334,23.0,2.0,5.4414,21.0,3.0,4.8518,18.0,5.0,30.0,2.0,5.4422,0.0028780762,0.03568390302825719
peak_aoi,poor_links,9,round_robin,5000,102.5062,390.5,4.565,25.0,1.0,5.6184,45.0,1.5,6.4342,40.0,2.0,8.1734,50.0,3.0,10.425,60.0,5.0,60.0,2.0,8.3442,0.0001254768,0.0204664469929412
peak_aoi,poor_links,9,periodic,5000,99.5606,304.0,11.2548,65.0,1.0,7.99,38.0,1.5,9.3758,77.0,2.0,7.8514,40.0,3.0,6.803,36.0,5.0,77.0,2.0,8.010066666666667,0.0001183428,0.020054889959283173
peak_aoi,poor_links,9,greedy,5000,73.6083,225.5,11.505,43.0,1.0,8.5314,31.0,1.5,6.979,26.0,2.0,5.2734,24.0,3.0,3.9056,17.0,5.0,43.0,2.0,5.386,0.0007091484000000001,0.023103601997718215
peak_aoi,poor_links,9,random,5000,121.7146,380.5,5.7532,31.0,1.0,7.6464,44.0,1.5,7.8672,44.0,2.0,10.7308,69.0,3.0,11.313,55.0,5.0,69.0,2.0,9.970333333333334,0.0013408494,0.026860833051614463
peak_aoi,extreme_aging,0,whittle,5000,89.4048,306.0,9.4606,41.0,1.0,8.304,40.0,1.5,7.6708,32.0,2.0,7.0202,34.0,3.0,6.2172,27.0,5.0,41.0,2.0,6.9694,0.0029058242,0.035702186985872686
peak_aoi,extreme_aging,0,round_robin,5000,146.8547,618.0,6.571,40.0,1.0,7.8014,45.0,1.5,8.4982,55.0,2.0,12.6184,85.0,3.0,14.746,90.0,5.0,90.0,2.0,11.9542,0.0001223554,0.020156660000793636
peak_aoi,extreme_aging,0,periodic,5000,132.1875,408.0,15.9634,91.0,1.0,10.5074,64.0,1.5,11.5296,52.0,2.0,10.7976,66.0,3.0,9.0022,49.0,5.0,91.0,2.0,10.443133333333334,0.0001198272,0.02002221904695034
