slot,action,sample_ready,channel_success,weighted_aoi,aoi_0,aoi_1,aoi_2
59,1,1,1,11.0,3,1,2
60,2,1,0,17.0,4,2,3
61,2,1,1,14.0,5,3,1
62,1,1,1,14.0,6,1,2
63,2,1,1,14.0,7,2,1
64,0,1,1,13.0,1,3,2
65,2,1,1,13.0,2,4,1
66,1,1,1,11.0,3,1,2
67,2,1,0,17.0,4,2,3
68,2,1,1,14.0,5,3,1
69,1,1,1,14.0,6,1,2
70,2,1,0,20.0,7,2,3
71,2,1,1,17.0,8,3,1
72,0,0,0,23.0,9,4,2
73,0,1,1,20.0,1,5,3
74,1,0,0,26.0,2,6,4
75,2,1,1,20.0,3,7,1
76,1,1,0,26.0,4,8,2
77,1,1,1,16.0,5,1,3
78,2,1,1,13.0,6,2,1
79,0,1,1,13.0,1,3,2
80,2,0,0,19.0,2,4,3
81,2,1,1,16.0,3,5,1
82,1,1,1,12.0,4,1,2
83,2,1,0,18.0,5,2,3
84,2,1,1,15.0,6,3,1
85,1,1,1,15.0,7,1,2
86,0,1,1,14.0,1,2,3
87,2,1,1,11.0,2,3,1
88,1,1,1,11.0,3,1,2
89,2,1,1,11.0,4,2,1
90,1,1,1,13.0,5,1,2
91,2,1,0,19.0,6,2,3
92,2,1,1,16.0,7,3,1
93,0,1,1,15.0,1,4,2
94,1,1,1,13.0,2,1,3
95,2,0,0,19.0,3,2,4
96,2,0,0,25.0,4,3,5
97,2,1,0,31.0,5,4,6
98,2,1,0,37.0,6,5,7
99,2,1,0,43.0,7,6,8
100,2,1,0,49.0,8,7,9
101,2,0,0,55.0,9,8,10
102,2,1,1,31.0,10,9,1
103,1,1,1,19.0,11,1,2
104,0,1,1,14.0,1,2,3
105,2,1,1,11.0,2,3,1
106,1,1,1,11.0,3,1,2
107,2,1,1,11.0,4,2,1
108,1,0,0,17.0,5,3,2
109,2,1,1,17.0,6,4,1
110,1,1,1,15.0,7,1,2
111,0,1,1,14.0,1,2,3
112,2,1,0,20.0,2,3,4
113,2,0,0,26.0,3,4,5
114,2,1,1,17.0,4,5,1
115,1,0,0,23.0,5,6,2
116,1,0,0,29.0,6,7,3
117,1,1,1,21.0,7,1,4
118,2,1,1,15.0,8,2,1
119,0,1,1,13.0,1,3,2
120,2,1,0,19.0,2,4,3
121,2,1,1,16.0,3,5,1
122,1,1,1,12.0,4,1,2
123,2,1,1,12.0,5,2,1
124,0,1,1,13.0,1,3,2
125,2,1,0,19.0,2,4,3
126,2,1,0,25.0,3,5,4
127,2,1,1,19.0,4,6,1
128,1,0,0,25.0,5,7,2
129,1,1,1,17.0,6,1,3
130,2,1,1,14.0,7,2,1
131,0,1,1,13.0,1,3,2
132,2,1,0,19.0,2,4,3
133,2,0,0,25.0,3,5,4
134,2,0,0,31.0,4,6,5
135,2,1,1,22.0,5,7,1
136,1,1,1,14.0,6,1,2
137,2,1,1,14.0,7,2,1
138,0,1,0,20.0,8,3,2
139,0,1,1,18.0,1,4,3
140,2,0,0,24.0,2,5,4
141,2,1,0,30.0,3,6,5
142,2,1,0,36.0,4,7,6
143,2,0,0,42.0,5,8,7
