slot,action,sample_ready,channel_success,weighted_aoi,aoi_0,aoi_1,aoi_2
82,0,1,0,19.0,7,3,2
83,1,1,1,19.0,8,1,3
84,2,1,1,16.0,9,2,1
85,0,1,1,13.0,1,3,2
86,1,1,1,13.0,2,1,3
87,2,0,0,19.0,3,2,4
88,0,1,1,22.0,1,3,5
89,1,1,1,22.0,2,1,6
90,2,1,1,10.0,3,2,1
91,0,0,0,16.0,4,3,2
92,1,1,1,16.0,5,1,3
93,2,1,1,13.0,6,2,1
94,0,1,1,13.0,1,3,2
95,1,0,0,19.0,2,4,3
96,2,0,0,25.0,3,5,4
97,0,1,1,28.0,1,6,5
98,1,1,0,34.0,2,7,6
99,2,1,0,40.0,3,8,7
100,0,1,1,43.0,1,9,8
101,1,0,0,49.0,2,10,9
102,2,1,1,28.0,3,11,1
103,0,1,1,31.0,1,12,2
104,1,1,1,13.0,2,1,3
105,2,1,1,10.0,3,2,1
106,0,1,1,13.0,1,3,2
107,1,1,1,13.0,2,1,3
108,2,0,0,19.0,3,2,4
109,0,1,1,22.0,1,3,5
110,1,1,1,22.0,2,1,6
111,2,1,1,10.0,3,2,1
112,0,1,1,13.0,1,3,2
113,1,1,1,13.0,2,1,3
114,2,1,0,19.0,3,2,4
115,0,1,1,22.0,1,3,5
116,1,1,1,22.0,2,1,6
117,2,1,1,10.0,3,2,1
118,0,1,1,13.0,1,3,2
119,1,0,0,19.0,2,4,3
120,2,1,1,16.0,3,5,1
121,0,1,1,19.0,1,6,2
122,1,1,1,13.0,2,1,3
123,2,1,1,10.0,3,2,1
124,0,1,0,16.0,4,3,2
125,1,1,0,22.0,5,4,3
126,2,1,1,19.0,6,5,1
127,0,1,1,19.0,1,6,2
128,1,1,1,13.0,2,1,3
129,2,1,1,10.0,3,2,1
130,0,1,1,13.0,1,3,2
131,1,1,0,19.0,2,4,3
132,2,0,0,25.0,3,5,4
133,0,1,1,28.0,1,6,5
134,1,1,1,22.0,2,1,6
135,2,1,1,10.0,3,2,1
136,0,1,0,16.0,4,3,2
137,1,1,1,16.0,5,1,3
138,2,0,0,22.0,6,2,4
139,0,1,1,22.0,1,3,5
140,1,1,0,28.0,2,4,6
141,2,0,0,34.0,3,5,7
142,0,1,0,40.0,4,6,8
143,1,1,1,34.0,5,1,9
144,2,0,0,40.0,6,2,10
145,0,1,1,40.0,1,3,11
146,1,1,1,40.0,2,1,12
147,2,0,0,46.0,3,2,13
148,0,1,1,49.0,1,3,14
149,1,0,0,55.0,2,4,15
150,2,0,0,61.0,3,5,16
151,0,1,1,64.0,1,6,17
152,1,1,1,58.0,2,1,18
153,2,1,1,10.0,3,2,1
154,0,1,1,13.0,1,3,2
155,1,1,1,13.0,2,1,3
156,2,1,0,19.0,3,2,4
157,0,1,1,22.0,1,3,5
158,1,0,0,28.0,2,4,6
159,2,1,0,34.0,3,5,7
160,0,1,1,37.0,1,6,8
161,1,0,0,43.0,2,7,9
162,2,1,0,49.0,3,8,10
163,0,1,1,52.0,1,9,11
164,1,1,1,40.0,2,1,12
165,2,1,0,46.0,3,2,13
166,0,1,1,49.0,1,3,14
167,1,1,1,49.0,2,1,15
168,2,1,1,10.0,3,2,1
169,0,1,1,13.0,1,3,2
170,1,1,1,13.0,2,1,3
171,2,0,0,19.0,3,2,4
172,0,1,1,22.0,1,3,5
173,1,0,0,28.0,2,4,6
174,2,1,1,16.0,3,5,1
175,0,1,1,19.0,1,6,2
176,1,1,0,25.0,2,7,3
177,2,0,0,31.0,3,8,4
178,0,1,1,34.0,1,9,5
179,1,1,1,22.0,2,1,6
180,2,1,1,10.0,3,2,1
181,0,1,1,13.0,1,3,2
182,1,1,0,19.0,2,4,3
183,2,1,1,16.0,3,5,1
184,0,1,1,19.0,1,6,2
185,1,1,1,13.0,2,1,3
186,2,0,0,19.0,3,2,4
187,0,1,0,25.0,4,3,5
188,1,0,0,31.0,5,4,6
189,2,1,1,19.0,6,5,1
190,0,1,1,19.0,1,6,2
191,1,1,1,13.0,2,1,3
192,2,1,0,19.0,3,2,4
193,0,1,1,22.0,1,3,5
194,1,1,1,22.0,2,1,6
195,2,1,1,10.0,3,2,1
196,0,1,1,13.0,1,3,2
197,1,1,1,13.0,2,1,3
198,2,1,1,10.0,3,2,1
199,0,1,1,13.0,1,3,2
200,1,0,0,19.0,2,4,3
201,2,1,0,25.0,3,5,4
202,0,1,0,31.0,4,6,5
203,1,1,1,25.0,5,1,6
204,2,1,0,31.0,6,2,7
205,0,1,0,37.0,7,3,8
206,1,1,0,43.0,8,4,9
207,2,1,1,22.0,9,5,1
208,0,1,1,19.0,1,6,2
209,1,1,1,13.0,2,1,3
210,2,1,1,10.0,3,2,1
211,0,1,1,13.0,1,3,2
212,1,0,0,19.0,2,4,3
213,2,1,1,16.0,3,5,1
214,0,1,1,19.0,1,6,2
215,1,1,1,13.0,2,1,3
216,2,1,1,10.0,3,2,1
217,0,1,1,13.0,1,3,2
218,1,1,1,13.0,2,1,3
219,2,1,1,10.0,3,2,1
220,0,1,1,13.0,1,3,2
221,1,1,1,13.0,2,1,3
222,2,1,0,19.0,3,2,4
223,0,1,1,22.0,1,3,5
224,1,1,0,28.0,2,4,6
225,2,0,0,34.0,3,5,7
226,0,1,1,37.0,1,6,8
227,1,1,1,31.0,2,1,9
228,2,1,1,10.0,3,2,1
229,0,1,1,13.0,1,3,2
230,1,1,1,13.0,2,1,3
231,2,0,0,19.0,3,2,4
232,0,1,1,22.0,1,3,5
233,1,1,1,22.0,2,1,6
234,2,0,0,28.0,3,2,7
235,0,1,1,31.0,1,3,8
236,1,1,1,31.0,2,1,9
237,2,0,0,37.0,3,2,10
238,0,1,1,40.0,1,3,11
239,1,1,1,40.0,2,1,12
240,2,1,1,10.0,3,2,1
241,0,1,1,13.0,1,3,2
242,1,1,1,13.0,2,1,3
243,2,1,1,10.0,3,2,1
244,0,1,1,13.0,1,3,2
245,1,1,1,13.0,2,1,3
246,2,0,0,19.0,3,2,4
247,0,1,1,22.0,1,3,5
248,1,1,1,22.0,2,1,6
249,2,1,0,28.0,3,2,7
250,0,1,1,31.0,1,3,8
251,1,1,0,37.0,2,4,9
252,2,1,0,43.0,3,5,10
253,0,1,1,46.0,1,6,11
254,1,1,1,40.0,2,1,12
255,2,1,1,10.0,3,2,1
256,0,1,1,13.0,1,3,2
257,1,1,1,13.0,2,1,3
258,2,0,0,19.0,3,2,4
259,0,1,1,22.0,1,3,5
260,1,1,0,28.0,2,4,6
261,2,1,0,34.0,3,5,7
262,0,1,1,37.0,1,6,8
263,1,1,1,31.0,2,1,9
264,2,1,0,37.0,3,2,10
265,0,1,1,40.0,1,3,11
266,1,1,1,40.0,2,1,12
267,2,1,1,10.0,3,2,1
268,0,1,1,13.0,1,3,2
269,1,1,1,13.0,2,1,3
270,2,1,1,10.0,3,2,1
271,0,1,1,13.0,1,3,2
272,1,0,0,19.0,2,4,3
273,2,1,0,25.0,3,5,4
274,0,1,1,28.0,1,6,5
275,1,1,1,22.0,2,1,6
276,2,1,1,10.0,3,2,1
277,0,1,1,13.0,1,3,2
278,1,1,0,19.0,2,4,3
279,2,1,1,16.0,3,5,1
280,0,0,0,22.0,4,6,2
281,1,1,1,16.0,5,1,3
282,2,1,1,13.0,6,2,1
283,0,1,0,19.0,7,3,2
284,1,0,0,25.0,8,4,3
285,2,1,1,22.0,9,5,1
286,0,1,0,28.0,10,6,2
287,1,0,0,34.0,11,7,3
288,2,1,0,40.0,12,8,4
289,0,1,1,34.0,1,9,5
290,1,1,0,40.0,2,10,6
291,2,0,0,46.0,3,11,7
292,0,1,1,49.0,1,12,8
293,1,1,1,31.0,2,1,9
294,2,1,1,10.0,3,2,1
295,0,1,1,13.0,1,3,2
296,1,1,1,13.0,2,1,3
297,2,1,1,10.0,3,2,1
298,0,1,1,13.0,1,3,2
299,1,0,0,19.0,2,4,3
300,2,0,0,25.0,3,5,4
301,0,1,1,28.0,1,6,5
302,1,1,1,22.0,2,1,6
303,2,0,0,28.0,3,2,7
304,0,1,1,31.0,1,3,8
305,1,1,1,31.0,2,1,9
306,2,0,0,37.0,3,2,10
307,0,1,1,40.0,1,3,11
308,1,1,1,40.0,2,1,12
309,2,1,0,46.0,3,2,13
310,0,1,1,49.0,1,3,14
311,1,0,0,55.0,2,4,15
312,2,1,0,61.0,3,5,16
313,0,1,1,64.0,1,6,17
314,1,1,1,58.0,2,1,18
315,2,1,1,10.0,3,2,1
316,0,1,1,13.0,1,3,2
317,1,1,1,13.0,2,1,3
318,2,1,1,10.0,3,2,1
319,0,1,1,13.0,1,3,2
320,1,1,0,19.0,2,4,3
321,2,1,1,16.0,3,5,1
322,0,1,1,19.0,1,6,2
323,1,0,0,25.0,2,7,3
324,2,1,1,22.0,3,8,1
325,0,1,1,25.0,1,9,2
326,1,1,0,31.0,2,10,3
327,2,1,1,28.0,3,11,1
328,0,1,1,31.0,1,12,2
329,1,1,0,37.0,2,13,3
330,2,1,0,43.0,3,14,4
331,0,1,1,46.0,1,15,5
332,1,1,0,52.0,2,16,6
333,2,1,0,58.0,3,17,7
334,0,1,1,61.0,1,18,8
335,1,1,1,31.0,2,1,9
336,2,0,0,37.0,3,2,10
337,0,1,1,40.0,1,3,11
338,1,1,0,46.0,2,4,12
339,2,0,0,52.0,3,5,13
340,0,1,1,55.0,1,6,14
341,1,1,1,49.0,2,1,15
342,2,0,0,55.0,3,2,16
343,0,0,0,61.0,4,3,17
344,1,1,1,61.0,5,1,18
345,2,1,0,67.0,6,2,19
346,0,1,0,73.0,7,3,20
347,1,0,0,79.0,8,4,21
348,2,1,0,85.0,9,5,22
349,0,1,1,82.0,1,6,23
350,1,1,1,76.0,2,1,24
351,2,1,1,10.0,3,2,1
352,0,1,1,13.0,1,3,2
353,1,0,0,19.0,2,4,3
354,2,1,0,25.0,3,5,4
355,0,1,1,28.0,1,6,5
356,1,0,0,34.0,2,7,6
357,2,1,1,22.0,3,8,1
358,0,1,1,25.0,1,9,2
359,1,0,0,31.0,2,10,3
360,2,0,0,37.0,3,11,4
361,0,0,0,43.0,4,12,5
362,1,0,0,49.0,5,13,6
363,2,1,1,37.0,6,14,1
364,0,1,1,37.0,1,15,2
365,1,0,0,43.0,2,16,3
366,2,1,1,40.0,3,17,1
367,0,1,0,46.0,4,18,2
368,1,1,0,52.0,5,19,3
369,2,0,0,58.0,6,20,4
370,0,1,1,58.0,1,21,5
371,1,1,1,22.0,2,1,6
372,2,1,1,10.0,3,2,1
373,0,1,1,13.0,1,3,2
374,1,1,1,13.0,2,1,3
375,2,0,0,19.0,3,2,4
376,0,1,1,22.0,1,3,5
377,1,1,0,28.0,2,4,6
378,2,1,1,16.0,3,5,1
379,0,1,1,19.0,1,6,2
380,1,1,1,13.0,2,1,3
381,2,1,0,19.0,3,2,4
382,0,1,1,22.0,1,3,5
383,1,1,1,22.0,2,1,6
384,2,1,1,10.0,3,2,1
385,0,1,0,16.0,4,3,2
386,1,1,1,16.0,5,1,3
387,2,1,1,13.0,6,2,1
388,0,1,1,13.0,1,3,2
389,1,1,1,13.0,2,1,3
390,2,0,0,19.0,3,2,4
391,0,1,0,25.0,4,3,5
392,1,1,1,25.0,5,1,6
393,2,0,0,31.0,6,2,7
394,0,1,1,31.0,1,3,8
395,1,1,0,37.0,2,4,9
396,2,1,0,43.0,3,5,10
397,0,0,0,49.0,4,6,11
398,1,1,0,55.0,5,7,12
399,2,0,0,61.0,6,8,13
400,0,1,1,61.0,1,9,14
401,1,1,1,49.0,2,1,15
402,2,1,1,10.0,3,2,1
403,0,1,1,13.0,1,3,2
404,1,1,1,13.0,2,1,3
405,2,1,0,19.0,3,2,4
406,0,1,1,22.0,1,3,5
407,1,1,1,22.0,2,1,6
408,2,1,1,10.0,3,2,1
409,0,1,1,13.0,1,3,2
410,1,1,1,13.0,2,1,3
411,2,0,0,19.0,3,2,4
412,0,1,1,22.0,1,3,5
413,1,0,0,28.0,2,4,6
414,2,1,1,16.0,3,5,1
415,0,1,1,19.0,1,6,2
416,1,1,0,25.0,2,7,3
417,2,0,0,31.0,3,8,4
418,0,1,0,37.0,4,9,5
419,1,1,1,25.0,5,1,6
420,2,0,0,31.0,6,2,7
421,0,1,1,31.0,1,3,8
422,1,0,0,37.0,2,4,9
423,2,1,1,16.0,3,5,1
424,0,1,1,19.0,1,6,2
425,1,1,1,13.0,2,1,3
426,2,1,1,10.0,3,2,1
427,0,1,1,13.0,1,3,2
428,1,1,0,19.0,2,4,3
429,2,1,0,25.0,3,5,4
430,0,1,1,28.0,1,6,5
431,1,1,1,22.0,2,1,6
432,2,0,0,28.0,3,2,7
433,0,0,0,34.0,4,3,8
434,1,1,1,34.0,5,1,9
435,2,1,1,13.0,6,2,1
436,0,1,1,13.0,1,3,2
437,1,0,0,19.0,2,4,3
438,2,1,1,16.0,3,5,1
439,0,1,1,19.0,1,6,2
440,1,1,1,13.0,2,1,3
441,2,1,0,19.0,3,2,4
442,0,1,1,22.0,1,3,5
443,1,1,1,22.0,2,1,6
444,2,0,0,28.0,3,2,7
445,0,1,0,34.0,4,3,8
446,1,1,0,40.0,5,4,9
447,2,0,0,46.0,6,5,10
448,0,1,1,46.0,1,6,11
449,1,1,1,40.0,2,1,12
450,2,0,0,46.0,3,2,13
451,0,1,0,52.0,4,3,14
452,1,1,1,52.0,5,1,15
453,2,1,0,58.0,6,2,16
454,0,1,1,58.0,1,3,17
455,1,1,1,58.0,2,1,18
456,2,0,0,64.0,3,2,19
457,0,1,0,70.0,4,3,20
458,1,1,1,70.0,5,1,21
459,2,1,1,13.0,6,2,1
460,0,1,1,13.0,1,3,2
461,1,1,1,13.0,2,1,3
462,2,1,1,10.0,3,2,1
463,0,1,1,13.0,1,3,2
464,1,1,1,13.0,2,1,3
465,2,0,0,19.0,3,2,4
466,0,1,1,22.0,1,3,5
467,1,1,1,22.0,2,1,6
468,2,1,0,28.0,3,2,7
469,0,1,1,31.0,1,3,8
470,1,1,1,31.0,2,1,9
471,2,0,0,37.0,3,2,10
472,0,1,1,40.0,1,3,11
473,1,1,1,40.0,2,1,12
474,2,1,1,10.0,3,2,1
475,0,1,1,13.0,1,3,2
476,1,1,1,13.0,2,1,3
477,2,1,1,10.0,3,2,1
478,0,1,1,13.0,1,3,2
479,1,1,1,13.0,2,1,3
480,2,1,1,10.0,3,2,1
481,0,1,1,13.0,1,3,2
482,1,1,1,13.0,2,1,3
483,2,1,1,10.0,3,2,1
484,0,1,1,13.0,1,3,2
485,1,1,1,13.0,2,1,3
486,2,1,1,10.0,3,2,1
487,0,1,1,13.0,1,3,2
488,1,1,1,13.0,2,1,3
489,2,1,1,10.0,3,2,1
490,0,1,1,13.0,1,3,2
491,1,1,0,19.0,2,4,3
492,2,1,1,16.0,3,5,1
493,0,1,1,19.0,1,6,2
494,1,0,0,25.0,2,7,3
495,2,1,1,22.0,3,8,1
496,0,1,0,28.0,4,9,2
497,1,1,0,34.0,5,10,3
498,2,1,0,40.0,6,11,4
499,0,1,1,40.0,1,12,5
500,1,1,1,22.0,2,1,6
501,2,1,1,10.0,3,2,1
502,0,1,1,13.0,1,3,2
503,1,1,1,13.0,2,1,3
504,2,1,1,10.0,3,2,1
505,0,1,0,16.0,4,3,2
506,1,1,1,16.0,5,1,3
507,2,1,1,13.0,6,2,1
508,0,1,1,13.0,1,3,2
509,1,1,1,13.0,2,1,3
510,2,1,0,19.0,3,2,4
511,0,1,1,22.0,1,3,5
512,1,1,1,22.0,2,1,6
513,2,1,1,10.0,3,2,1
514,0,1,0,16.0,4,3,2
515,1,1,1,16.0,5,1,3
516,2,1,1,13.0,6,2,1
517,0,1,1,13.0,1,3,2
518,1,0,0,19.0,2,4,3
519,2,1,1,16.0,3,5,1
520,0,1,1,19.0,1,6,2
521,1,1,1,13.0,2,1,3
522,2,1,0,19.0,3,2,4
523,0,0,0,25.0,4,3,5
524,1,1,1,25.0,5,1,6
525,2,0,0,31.0,6,2,7
526,0,1,1,31.0,1,3,8
527,1,1,0,37.0,2,4,9
528,2,1,1,16.0,3,5,1
529,0,1,0,22.0,4,6,2
530,1,1,1,16.0,5,1,3
531,2,0,0,22.0,6,2,4
532,0,1,1,22.0,1,3,5
533,1,1,1,22.0,2,1,6
534,2,0,0,28.0,3,2,7
535,0,1,1,31.0,1,3,8
536,1,1,0,37.0,2,4,9
537,2,1,1,16.0,3,5,1
538,0,1,1,19.0,1,6,2
539,1,1,1,13.0,2,1,3
540,2,0,0,19.0,3,2,4
541,0,1,1,22.0,1,3,5
542,1,1,0,28.0,2,4,6
543,2,0,0,34.0,3,5,7
544,0,1,1,37.0,1,6,8
545,1,1,0,43.0,2,7,9
546,2,1,1,22.0,3,8,1
547,0,1,1,25.0,1,9,2
548,1,1,1,13.0,2,1,3
549,2,1,0,19.0,3,2,4
550,0,1,0,25.0,4,3,5
551,1,1,0,31.0,5,4,6
552,2,1,0,37.0,6,5,7
553,0,1,1,37.0,1,6,8
554,1,0,0,43.0,2,7,9
555,2,1,1,22.0,3,8,1
556,0,1,1,25.0,1,9,2
557,1,1,0,31.0,2,10,3
558,2,1,0,37.0,3,11,4
559,0,1,1,40.0,1,12,5
560,1,1,1,22.0,2,1,6
561,2,1,1,10.0,3,2,1
562,0,0,0,16.0,4,3,2
563,1,1,1,16.0,5,1,3
564,2,1,1,13.0,6,2,1
565,0,1,1,13.0,1,3,2
566,1,1,1,13.0,2,1,3
567,2,1,1,10.0,3,2,1
568,0,1,0,16.0,4,3,2
569,1,1,1,16.0,5,1,3
570,2,0,0,22.0,6,2,4
571,0,1,1,22.0,1,3,5
572,1,1,1,22.0,2,1,6
573,2,0,0,28.0,3,2,7
574,0,1,1,31.0,1,3,8
575,1,1,0,37.0,2,4,9
576,2,1,1,16.0,3,5,1
577,0,1,1,19.0,1,6,2
578,1,1,1,13.0,2,1,3
579,2,1,0,19.0,3,2,4
580,0,1,1,22.0,1,3,5
581,1,1,1,22.0,2,1,6
582,2,0,0,28.0,3,2,7
583,0,1,1,31.0,1,3,8
584,1,1,1,31.0,2,1,9
585,2,1,0,37.0,3,2,10
586,0,1,1,40.0,1,3,11
587,1,1,1,40.0,2,1,12
588,2,1,1,10.0,3,2,1
589,0,1,1,13.0,1,3,2
590,1,0,0,19.0,2,4,3
591,2,1,1,16.0,3,5,1
592,0,1,1,19.0,1,6,2
593,1,1,1,13.0,2,1,3
594,2,1,1,10.0,3,2,1
595,0,1,0,16.0,4,3,2
596,1,1,1,16.0,5,1,3
597,2,1,1,13.0,6,2,1
598,0,1,1,13.0,1,3,2
599,1,1,0,19.0,2,4,3
600,2,1,1,16.0,3,5,1
601,0,1,1,19.0,1,6,2
602,1,0,0,25.0,2,7,3
603,2,0,0,31.0,3,8,4
604,0,1,1,34.0,1,9,5
605,1,1,1,22.0,2,1,6
606,2,1,0,28.0,3,2,7
607,0,1,1,31.0,1,3,8
608,1,1,1,31.0,2,1,9
609,2,1,1,10.0,3,2,1
610,0,1,1,13.0,1,3,2
611,1,1,1,13.0,2,1,3
612,2,1,0,19.0,3,2,4
613,0,1,1,22.0,1,3,5
614,1,1,1,22.0,2,1,6
615,2,0,0,28.0,3,2,7
616,0,1,1,31.0,1,3,8
617,1,0,0,37.0,2,4,9
618,2,0,0,43.0,3,5,10
619,0,1,1,46.0,1,6,11
620,1,0,0,52.0,2,7,12
621,2,1,1,22.0,3,8,1
622,0,1,1,25.0,1,9,2
623,1,1,1,13.0,2,1,3
624,2,0,0,19.0,3,2,4
625,0,1,1,22.0,1,3,5
626,1,1,1,22.0,2,1,6
627,2,1,1,10.0,3,2,1
628,0,1,1,13.0,1,3,2
629,1,1,1,13.0,2,1,3
630,2,1,0,19.0,3,2,4
631,0,1,1,22.0,1,3,5
632,1,1,1,22.0,2,1,6
633,2,1,1,10.0,3,2,1
634,0,1,1,13.0,1,3,2
635,1,1,1,13.0,2,1,3
636,2,1,0,19.0,3,2,4
637,0,1,0,25.0,4,3,5
638,1,1,1,25.0,5,1,6
639,2,1,1,13.0,6,2,1
640,0,1,1,13.0,1,3,2
641,1,1,1,13.0,2,1,3
642,2,0,0,19.0,3,2,4
643,0,1,1,22.0,1,3,5
644,1,1,1,22.0,2,1,6
645,2,1,1,10.0,3,2,1
646,0,1,1,13.0,1,3,2
647,1,1,0,19.0,2,4,3
648,2,0,0,25.0,3,5,4
649,0,1,1,28.0,1,6,5
650,1,1,1,22.0,2,1,6
651,2,1,1,10.0,3,2,1
652,0,1,1,13.0,1,3,2
653,1,1,1,13.0,2,1,3
654,2,1,1,10.0,3,2,1
655,0,1,1,13.0,1,3,2
656,1,0,0,19.0,2,4,3
657,2,1,1,16.0,3,5,1
658,0,1,1,19.0,1,6,2
659,1,1,1,13.0,2,1,3
660,2,1,0,19.0,3,2,4
661,0,0,0,25.0,4,3,5
662,1,1,1,25.0,5,1,6
663,2,1,1,13.0,6,2,1
664,0,1,1,13.0,1,3,2
665,1,0,0,19.0,2,4,3
666,2,1,1,16.0,3,5,1
667,0,1,1,19.0,1,6,2
668,1,1,1,13.0,2,1,3
669,2,1,0,19.0,3,2,4
670,0,1,1,22.0,1,3,5
671,1,1,1,22.0,2,1,6
672,2,0,0,28.0,3,2,7
673,0,1,1,31.0,1,3,8
674,1,1,1,31.0,2,1,9
675,2,1,1,10.0,3,2,1
676,0,1,1,13.0,1,3,2
677,1,1,0,19.0,2,4,3
678,2,0,0,25.0,3,5,4
679,0,1,0,31.0,4,6,5
680,1,0,0,37.0,5,7,6
681,2,1,1,25.0,6,8,1
682,0,1,1,25.0,1,9,2
683,1,1,1,13.0,2,1,3
684,2,0,0,19.0,3,2,4
685,0,1,1,22.0,1,3,5
686,1,1,1,22.0,2,1,6
687,2,1,1,10.0,3,2,1
688,0,1,0,16.0,4,3,2
689,1,1,1,16.0,5,1,3
690,2,1,1,13.0,6,2,1
691,0,1,1,13.0,1,3,2
692,1,1,0,19.0,2,4,3
693,2,1,1,16.0,3,5,1
694,0,1,1,19.0,1,6,2
695,1,1,0,25.0,2,7,3
696,2,1,1,22.0,3,8,1
697,0,1,1,25.0,1,9,2
698,1,1,0,31.0,2,10,3
699,2,1,0,37.0,3,11,4
700,0,1,1,40.0,1,12,5
701,1,1,1,22.0,2,1,6
702,2,1,0,28.0,3,2,7
703,0,1,1,31.0,1,3,8
704,1,1,1,31.0,2,1,9
705,2,1,1,10.0,3,2,1
706,0,1,1,13.0,1,3,2
707,1,1,1,13.0,2,1,3
708,2,0,0,19.0,3,2,4
709,0,1,0,25.0,4,3,5
710,1,0,0,31.0,5,4,6
711,2,0,0,37.0,6,5,7
712,0,0,0,43.0,7,6,8
713,1,0,0,49.0,8,7,9
714,2,1,1,28.0,9,8,1
715,0,1,1,25.0,1,9,2
716,1,0,0,31.0,2,10,3
717,2,0,0,37.0,3,11,4
718,0,1,1,40.0,1,12,5
719,1,1,0,46.0,2,13,6
720,2,1,0,52.0,3,14,7
721,0,1,0,58.0,4,15,8
722,1,1,0,64.0,5,16,9
723,2,1,0,70.0,6,17,10
724,0,1,1,70.0,1,18,11
725,1,1,0,76.0,2,19,12
726,2,1,1,46.0,3,20,1
727,0,1,1,49.0,1,21,2
728,1,0,0,55.0,2,22,3
729,2,1,1,52.0,3,23,1
730,0,1,1,55.0,1,24,2
731,1,1,1,13.0,2,1,3
732,2,1,1,10.0,3,2,1
733,0,1,1,13.0,1,3,2
734,1,1,1,13.0,2,1,3
735,2,1,1,10.0,3,2,1
736,0,1,1,13.0,1,3,2
737,1,1,1,13.0,2,1,3
738,2,1,1,10.0,3,2,1
739,0,1,1,13.0,1,3,2
740,1,1,1,13.0,2,1,3
741,2,1,0,19.0,3,2,4
742,0,1,1,22.0,1,3,5
743,1,1,1,22.0,2,1,6
744,2,0,0,28.0,3,2,7
745,0,1,0,34.0,4,3,8
746,1,1,1,34.0,5,1,9
747,2,0,0,40.0,6,2,10
748,0,1,0,46.0,7,3,11
749,1,1,1,46.0,8,1,12
750,2,1,1,16.0,9,2,1
751,0,1,1,13.0,1,3,2
752,1,1,1,13.0,2,1,3
753,2,1,1,10.0,3,2,1
754,0,1,0,16.0,4,3,2
755,1,1,1,16.0,5,1,3
756,2,0,0,22.0,6,2,4
757,0,1,1,22.0,1,3,5
758,1,0,0,28.0,2,4,6
759,2,1,1,16.0,3,5,1
760,0,1,1,19.0,1,6,2
761,1,1,0,25.0,2,7,3
762,2,1,1,22.0,3,8,1
763,0,1,1,25.0,1,9,2
764,1,1,1,13.0,2,1,3
765,2,0,0,19.0,3,2,4
766,0,1,1,22.0,1,3,5
767,1,1,1,22.0,2,1,6
768,2,1,1,10.0,3,2,1
769,0,1,1,13.0,1,3,2
770,1,1,0,19.0,2,4,3
771,2,1,1,16.0,3,5,1
772,0,1,1,19.0,1,6,2
773,1,1,1,13.0,2,1,3
