scenario_name,run_id,strategy,slots,average_weighted_aoi,peak_weighted_aoi,avg_aoi_0,peak_aoi_0,weight_0,avg_aoi_1,peak_aoi_1,weight_1,avg_aoi_2,peak_aoi_2,weight_2,system_peak_aoi,high_weight_threshold,high_weight_avg_aoi,avg_aoi_3,peak_aoi_3,weight_3,avg_aoi_4,peak_aoi_4,weight_4,avg_aoi_5,peak_aoi_5,weight_5,avg_aoi_6,peak_aoi_6,weight_6,avg_aoi_7,peak_aoi_7,weight_7
N8_hetero_final,4,greedy,5000,139.38386,295.2,14.8976,46.0,1.0,12.6748,38.0,1.2,10.4616,35.0,1.5,46.0,2.0,5.987559999999999,8.4336,26.0,2.0,6.8854,21.0,2.5,6.1682,20.0,3.0,4.8524,17.0,4.0,3.5982,13.0,6.0
N8_hetero_final,4,random,5000,269.73938,881.0,8.6724,47.0,1.0,8.9434,62.0,1.2,9.328,50.0,1.5,113.0,2.0,12.896440000000002,10.4242,67.0,2.0,11.8118,62.0,2.5,12.1806,74.0,3.0,15.4852,110.0,4.0,14.5804,113.0,6.0
N8_hetero_final,5,whittle,5000,129.90732000000003,341.0,8.861,36.0,1.0,8.3726,34.0,1.2,7.6944,23.0,1.5,36.0,2.0,5.9138,6.644,23.0,2.0,6.1936,19.0,2.5,6.1816,21.0,3.0,5.579,21.0,4.0,4.9708,18.0,6.0
N8_hetero_final,5,round_robin,5000,183.36388,476.8,5.332,32.0,1.0,6.0604,40.0,1.2,6.2132,32.0,1.5,72.0,2.0,8.60496,7.0704,40.0,2.0,7.0656,40.0,2.5,8.6036,72.0,3.0,8.9436,40.0,4.0,11.3416,56.0,6.0
N8_hetero_final,5,periodic,5000,222.79706000000002,415.6,13.9068,84.0,1.0,15.6708,84.0,1.2,11.222,42.0,1.5,84.0,2.0,10.43372,11.4548,84.0,2.0,12.3898,43.0,2.5,10.2666,41.0,3.0,9.888,43.0,4.0,8.1694,40.0,6.0
N8_hetero_final,5,greedy,5000,140.74903999999998,355.4,15.1366,49.0,1.0,13.0042,42.0,1.2,10.6702,34.0,1.5,49.0,2.0,6.00936,8.4598,26.0,2.0,6.9526,22.0,2.5,6.129,20.0,3.0,4.8592,19.0,4.0,3.6462,15.0,6.0
N8_hetero_final,5,random,5000,259.26808,874.6,8.4582,67.0,1.0,9.3374,81.0,1.2,10.9166,79.0,1.5,95.0,2.0,12.23732,11.1142,83.0,2.0,10.9854,81.0,2.5,11.9494,60.0,3.0,12.5678,66.0,4.0,14.5698,95.0,6.0
N8_hetero_final,6,whittle,5000,129.66542,322.8,8.9764,36.0,1.0,8.4066,35.0,1.2,7.633,31.0,1.5,36.0,2.0,5.896520000000001,6.595,25.0,2.0,6.2252,28.0,2.5,6.177,21.0,3.0,5.5224,20.0,4.0,4.963,17.0,6.0
N8_hetero_final,6,round_robin,5000,185.99348,503.2,5.268,24.0,1.0,5.9484,32.0,1.2,6.674,32.0,1.5,64.0,2.0,8.79792,7.3904,48.0,2.0,7.48,56.0,2.5,8.7732,64.0,3.0,9.15,56.0,4.0,11.196,64.0,6.0
N8_hetero_final,6,periodic,5000,221.71712000000002,435.1,14.2596,84.0,1.0,14.0076,84.0,1.2,10.8624,42.0,1.5,84.0,2.0,10.50128,11.3574,42.0,2.0,12.9052,64.0,2.5,10.3018,41.0,3.0,9.5902,39.0,4.0,8.3518,42.0,6.0
N8_hetero_final,6,greedy,5000,142.6266,428.8,15.7006,56.0,1.0,13.084,48.0,1.2,10.766,38.0,1.5,56.0,2.0,6.071000000000001,8.5312,31.0,2.0,6.9348,23.0,2.5,6.2404,21.0,3.0,4.968,19.0,4.0,3.6806,19.0,6.0
N8_hetero_final,6,random,5000,274.20253999999994,684.9,8.6592,60.0,1.0,10.8802,67.0,1.2,9.8226,61.0,1.5,87.0,2.0,12.80352,10.7378,61.0,2.0,10.9836,87.0,2.5,12.4898,71.0,3.0,13.7446,82.0,4.0,16.0618,85.0,6.0
N8_hetero_final,7,whittle,5000,130.03648,307.8,9.0864,32.0,1.0,8.2814,34.0,1.2,7.5794,27.0,1.5,34.0,2.0,5.930359999999999,6.628,21.0,2.0,6.243,19.0,2.5,6.2526,19.0,3.0,5.5736,17.0,4.0,4.9546,18.0,6.0
N8_hetero_final,7,round_robin,5000,186.68243999999999,551.6,5.1912,24.0,1.0,5.5612,32.0,1.2,6.162,32.0,1.5,64.0,2.0,8.65712,6.2384,32.0,2.0,7.416,40.0,2.5,8.3812,56.0,3.0,9.0428,48.0,4.0,12.2072,64.0,6.0
N8_hetero_final,7,periodic,5000,220.32047999999998,427.8,12.8484,63.0,1.0,14.0874,63.0,1.2,11.2588,42.0,1.5,63.0,2.0,10.44516,10.9768,42.0,2.0,12.4176,62.0,2.5,10.8534,43.0,3.0,9.8734,61.0,4.0,8.1046,38.0,6.0
N8_hetero_final,7,greedy,5000,140.524,339.0,14.8586,45.0,1.0,12.788,40.0,1.2,10.7482,37.0,1.5,45.0,2.0,6.024120000000001,8.4868,29.0,2.0,6.971,25.0,2.5,6.158,22.0,3.0,4.8532,17.0,4.0,3.6516,13.0,6.0
N8_hetero_final,7,random,5000,259.5199,767.3,8.1702,53.0,1.0,9.648,60.0,1.2,10.1868,65.0,1.5,87.0,2.0,12.17744,10.0732,71.0,2.0,10.8778,76.0,2.5,11.8694,79.0,3.0,13.429,79.0,4.0,14.6378,87.0,6.0
N8_hetero_final,8,whittle,5000,128.8223,286.7,9.0284,35.0,1.0,8.286,27.0,1.2,7.5746,24.0,1.5,35.0,2.0,5.8542000000000005,6.586,23.0,2.0,6.128,19.0,2.5,6.1072,20.0,3.0,5.5118,19.0,4.0,4.938,17.0,6.0
N8_hetero_final,8,round_robin,5000,184.54996,534.4,5.332,32.0,1.0,5.8428,32.0,1.2,6.8628,48.0,1.5,64.0,2.0,8.6584,6.5584,32.0,2.0,7.7616,40.0,2.5,7.8868,48.0,3.0,10.39,56.0,4.0,10.6952,64.0,6.0
N8_hetero_final,8,periodic,5000,217.1023,386.8,13.554,63.0,1.0,14.436,84.0,1.2,10.9304,43.0,1.5,84.0,2.0,10.18196,11.2404,62.0,2.0,11.3886,42.0,2.5,10.61,43.0,3.0,9.4888,40.0,4.0,8.182,39.0,6.0
N8_hetero_final,8,greedy,5000,141.22006000000002,333.9,15.021,53.0,1.0,13.1288,41.0,1.2,10.7128,35.0,1.5,53.0,2.0,6.03224,8.4358,28.0,2.0,7.0158,21.0,2.5,6.1402,22.0,3.0,4.9364,17.0,4.0,3.633,15.0,6.0
N8_hetero_final,8,random,5000,266.92822,723.0,8.809,42.0,1.0,9.4696,81.0,1.2,10.3238,63.0,1.5,90.0,2.0,12.43572,9.453,46.0,2.0,12.5752,82.0,2.5,11.078,65.0,3.0,13.3712,78.0,4.0,15.7012,90.0,6.0
N8_hetero_final,9,whittle,5000,128.33713999999998,334.0,8.777,36.0,1.0,8.2282,32.0,1.2,7.5522,27.0,1.5,36.0,2.0,5.85384,6.5588,23.0,2.0,6.136,21.0,2.5,6.136,22.0,3.0,5.569,19.0,4.0,4.8694,18.0,6.0
N8_hetero_final,9,round_robin,5000,186.02436,559.6,5.3576,24.0,1.0,5.8268,32.0,1.2,6.2772,40.0,1.5,80.0,2.0,8.760159999999999,6.6608,40.0,2.0,7.424,40.0,2.5,8.7572,72.0,3.0,9.8236,80.0,4.0,11.1352,64.0,6.0
N8_hetero_final,9,periodic,5000,218.50124,394.8,13.4742,63.0,1.0,15.4062,63.0,1.2,10.8614,41.0,1.5,63.0,2.0,10.26016,11.3574,43.0,2.0,11.749,42.0,2.5,10.569,43.0,3.0,9.6496,44.0,4.0,7.9758,24.0,6.0
N8_hetero_final,9,greedy,5000,138.67507999999998,319.4,14.4568,44.0,1.0,12.5774,36.0,1.2,10.8144,36.0,1.5,44.0,2.0,5.93776,8.3066,29.0,2.0,6.8068,25.0,2.5,6.146,22.0,3.0,4.8704,18.0,4.0,3.559,12.0,6.0
N8_hetero_final,9,random,5000,258.79564,825.4,9.7518,79.0,1.0,9.5632,60.0,1.2,9.458,59.0,1.5,86.0,2.0,12.051240000000002,10.1778,54.0,2.0,9.834,59.0,2.5,12.7152,75.0,3.0,12.4402,69.0,4.0,15.089,86.0,6.0
